
Frequency,Formatted Data
1.000000e+09,5.062903e-01
1.011000e+09,4.099032e-01
1.022000e+09,2.714733e-01
1.033000e+09,1.533041e-01
1.044000e+09,1.295522e-01
1.055000e+09,1.976180e-01
1.066000e+09,3.680001e-01
1.077000e+09,4.661540e-01
1.088000e+09,5.098060e-01
1.099000e+09,4.169091e-01
1.110000e+09,2.863468e-01
1.121000e+09,2.261722e-01
1.132000e+09,2.119009e-01
1.143000e+09,2.621266e-01
1.154000e+09,3.318024e-01
1.165000e+09,4.773918e-01
1.176000e+09,4.700645e-01
1.187000e+09,4.428986e-01
1.198000e+09,3.495046e-01
1.209000e+09,2.995904e-01
1.220000e+09,2.792424e-01
1.231000e+09,3.644715e-01
1.242000e+09,4.321170e-01
1.253000e+09,4.674066e-01
1.264000e+09,4.465330e-01
1.275000e+09,4.086871e-01
1.286000e+09,3.778305e-01
1.297000e+09,3.642864e-01
1.308000e+09,3.665883e-01
1.319000e+09,4.083519e-01
1.330000e+09,4.496808e-01
1.341000e+09,4.879694e-01
1.352000e+09,4.518125e-01
1.363000e+09,4.181609e-01
1.374000e+09,3.984980e-01
1.385000e+09,4.178740e-01
1.396000e+09,4.100922e-01
1.407000e+09,4.400873e-01
1.418000e+09,4.408939e-01
1.429000e+09,4.866743e-01
1.440000e+09,4.418393e-01
1.451000e+09,3.991498e-01
1.462000e+09,4.301771e-01
1.473000e+09,4.275621e-01
1.484000e+09,4.804987e-01
1.495000e+09,4.827566e-01
1.506000e+09,4.221959e-01
1.517000e+09,4.102874e-01
1.528000e+09,3.735566e-01
1.539000e+09,3.255736e-01
1.550000e+09,3.960527e-01
1.561000e+09,4.391697e-01
1.572000e+09,4.996467e-01
1.583000e+09,4.896481e-01
1.594000e+09,4.500010e-01
1.605000e+09,4.033330e-01
1.616000e+09,3.265183e-01
1.627000e+09,3.291898e-01
1.638000e+09,3.681013e-01
1.649000e+09,4.764467e-01
1.660000e+09,4.907317e-01
1.671000e+09,4.955790e-01
1.682000e+09,5.072278e-01
1.693000e+09,4.504861e-01
1.704000e+09,3.970693e-01
1.715000e+09,3.911554e-01
1.726000e+09,4.138451e-01
1.737000e+09,3.939126e-01
1.748000e+09,4.471929e-01
1.759000e+09,4.580976e-01
1.770000e+09,4.548520e-01
1.781000e+09,4.328201e-01
1.792000e+09,4.513841e-01
1.803000e+09,4.813286e-01
1.814000e+09,5.155542e-01
1.825000e+09,4.412970e-01
1.836000e+09,4.484018e-01
1.847000e+09,4.545342e-01
1.858000e+09,4.268927e-01
1.869000e+09,4.758274e-01
1.880000e+09,5.297972e-01
1.891000e+09,5.465753e-01
1.902000e+09,5.501779e-01
1.913000e+09,4.971247e-01
1.924000e+09,4.629350e-01
1.935000e+09,4.637153e-01
1.946000e+09,4.322581e-01
1.957000e+09,4.687636e-01
1.968000e+09,5.475725e-01
1.979000e+09,5.444915e-01
1.990000e+09,5.317834e-01
2.001000e+09,4.945150e-01
2.012000e+09,4.773556e-01
2.023000e+09,5.124416e-01
2.034000e+09,5.769593e-01
2.045000e+09,5.856050e-01
2.056000e+09,6.220798e-01
2.067000e+09,5.702466e-01
2.078000e+09,4.916834e-01
2.089000e+09,4.482388e-01
2.100000e+09,4.559458e-01
2.111000e+09,4.925467e-01
2.122000e+09,5.126710e-01
2.133000e+09,5.902955e-01
2.144000e+09,5.951432e-01
2.155000e+09,5.438318e-01
2.166000e+09,5.291775e-01
2.177000e+09,5.379723e-01
2.188000e+09,5.767924e-01
2.199000e+09,6.272204e-01
2.210000e+09,6.201885e-01
2.221000e+09,5.987857e-01
2.232000e+09,5.386462e-01
2.243000e+09,5.032639e-01
2.254000e+09,4.832025e-01
2.265000e+09,5.808631e-01
2.276000e+09,6.065905e-01
2.287000e+09,6.716079e-01
2.298000e+09,6.633391e-01
2.309000e+09,5.264600e-01
2.320000e+09,3.713077e-01
2.331000e+09,2.938045e-01
2.342000e+09,3.118305e-01
2.353000e+09,4.168630e-01
2.364000e+09,6.867095e-01
2.375000e+09,7.814366e-01
2.386000e+09,8.223669e-01
2.397000e+09,6.927529e-01
2.408000e+09,5.397665e-01
2.419000e+09,2.806563e-01
2.430000e+09,2.233612e-01
2.441000e+09,2.990688e-01
2.452000e+09,4.837625e-01
2.463000e+09,7.062980e-01
2.474000e+09,7.977978e-01
2.485000e+09,7.528301e-01
2.496000e+09,5.787286e-01
2.507000e+09,3.816675e-01
2.518000e+09,2.659473e-01
2.529000e+09,2.623752e-01
2.540000e+09,3.685235e-01
2.551000e+09,5.359476e-01
2.562000e+09,7.035198e-01
2.573000e+09,8.089488e-01
2.584000e+09,7.821073e-01
2.595000e+09,6.680106e-01
2.606000e+09,5.238752e-01
2.617000e+09,4.843516e-01
2.628000e+09,4.293115e-01
2.639000e+09,4.581645e-01
2.650000e+09,4.936914e-01
2.661000e+09,5.801291e-01
2.672000e+09,6.567860e-01
2.683000e+09,6.315413e-01
2.694000e+09,6.809695e-01
2.705000e+09,5.921680e-01
2.716000e+09,4.971673e-01
2.727000e+09,4.993475e-01
2.738000e+09,4.508492e-01
2.749000e+09,4.396974e-01
2.760000e+09,4.898917e-01
2.771000e+09,5.986508e-01
2.782000e+09,6.062633e-01
2.793000e+09,6.384578e-01
2.804000e+09,6.399574e-01
2.815000e+09,6.710177e-01
2.826000e+09,6.259016e-01
2.837000e+09,6.051167e-01
2.848000e+09,5.718677e-01
2.859000e+09,5.808525e-01
2.870000e+09,5.712604e-01
2.881000e+09,6.116114e-01
2.892000e+09,6.424551e-01
2.903000e+09,7.129922e-01
2.914000e+09,7.508407e-01
2.925000e+09,7.440422e-01
2.936000e+09,6.808574e-01
2.947000e+09,6.081397e-01
2.958000e+09,6.396354e-01
2.969000e+09,6.600630e-01
2.980000e+09,6.676557e-01
2.991000e+09,6.664870e-01
3.002000e+09,7.447468e-01
3.013000e+09,6.603357e-01
3.024000e+09,5.793704e-01
3.035000e+09,5.964233e-01
3.046000e+09,5.915547e-01
3.057000e+09,7.064798e-01
3.068000e+09,6.872840e-01
3.079000e+09,6.319519e-01
3.090000e+09,5.748270e-01
3.101000e+09,5.565471e-01
3.112000e+09,4.297772e-01
3.123000e+09,6.063092e-01
3.134000e+09,6.575829e-01
3.145000e+09,7.339795e-01
3.156000e+09,7.994103e-01
3.167000e+09,6.730668e-01
3.178000e+09,6.332468e-01
3.189000e+09,5.625628e-01
3.200000e+09,5.754765e-01
