
Frequency,Formatted Data
1.000000e+09,4.891875e-01
1.011000e+09,4.110686e-01
1.022000e+09,2.594125e-01
1.033000e+09,1.316225e-01
1.044000e+09,9.729474e-02
1.055000e+09,1.688202e-01
1.066000e+09,3.257028e-01
1.077000e+09,4.403866e-01
1.088000e+09,4.944420e-01
1.099000e+09,4.211881e-01
1.110000e+09,3.203726e-01
1.121000e+09,2.387188e-01
1.132000e+09,2.091982e-01
1.143000e+09,2.751429e-01
1.154000e+09,3.586326e-01
1.165000e+09,4.702217e-01
1.176000e+09,4.665733e-01
1.187000e+09,4.298592e-01
1.198000e+09,3.575961e-01
1.209000e+09,3.022650e-01
1.220000e+09,2.797797e-01
1.231000e+09,3.495979e-01
1.242000e+09,4.302940e-01
1.253000e+09,4.833152e-01
1.264000e+09,4.768259e-01
1.275000e+09,4.253685e-01
1.286000e+09,3.758738e-01
1.297000e+09,3.719845e-01
1.308000e+09,3.842357e-01
1.319000e+09,4.124998e-01
1.330000e+09,4.751031e-01
1.341000e+09,5.128653e-01
1.352000e+09,4.921015e-01
1.363000e+09,4.384196e-01
1.374000e+09,3.993824e-01
1.385000e+09,4.001768e-01
1.396000e+09,4.021044e-01
1.407000e+09,4.181814e-01
1.418000e+09,4.802720e-01
1.429000e+09,4.643573e-01
1.440000e+09,4.440975e-01
1.451000e+09,4.032283e-01
1.462000e+09,4.135623e-01
1.473000e+09,4.688148e-01
1.484000e+09,4.639652e-01
1.495000e+09,4.751591e-01
1.506000e+09,4.531248e-01
1.517000e+09,4.092146e-01
1.528000e+09,3.887904e-01
1.539000e+09,3.648993e-01
1.550000e+09,4.061237e-01
1.561000e+09,4.852020e-01
1.572000e+09,4.847824e-01
1.583000e+09,4.870623e-01
1.594000e+09,4.488245e-01
1.605000e+09,3.994424e-01
1.616000e+09,3.421875e-01
1.627000e+09,3.444216e-01
1.638000e+09,3.920713e-01
1.649000e+09,4.835900e-01
1.660000e+09,5.031547e-01
1.671000e+09,5.346809e-01
1.682000e+09,5.092528e-01
1.693000e+09,4.480947e-01
1.704000e+09,4.475489e-01
1.715000e+09,4.351340e-01
1.726000e+09,4.194157e-01
1.737000e+09,4.289684e-01
1.748000e+09,4.454363e-01
1.759000e+09,4.763562e-01
1.770000e+09,4.522277e-01
1.781000e+09,4.592813e-01
1.792000e+09,4.815637e-01
1.803000e+09,4.592881e-01
1.814000e+09,4.974994e-01
1.825000e+09,4.687351e-01
1.836000e+09,4.795599e-01
1.847000e+09,4.426791e-01
1.858000e+09,4.552324e-01
1.869000e+09,4.950756e-01
1.880000e+09,4.979365e-01
1.891000e+09,5.479360e-01
1.902000e+09,5.420071e-01
1.913000e+09,5.210016e-01
1.924000e+09,4.666683e-01
1.935000e+09,4.860783e-01
1.946000e+09,4.636919e-01
1.957000e+09,4.813694e-01
1.968000e+09,5.479512e-01
1.979000e+09,5.590208e-01
1.990000e+09,5.652704e-01
