
Frequency,Formatted Data
1.000000e+09,-2.658265e+00
1.011000e+09,-2.562470e+00
1.022000e+09,-2.646952e+00
1.033000e+09,-2.998381e+00
1.044000e+09,-3.378264e+00
1.055000e+09,-3.558997e+00
1.066000e+09,-3.537828e+00
1.077000e+09,-3.401666e+00
1.088000e+09,-3.147930e+00
1.099000e+09,-2.883001e+00
1.110000e+09,-2.682342e+00
1.121000e+09,-2.599233e+00
1.132000e+09,-2.750835e+00
1.143000e+09,-3.031926e+00
1.154000e+09,-3.261033e+00
1.165000e+09,-3.373662e+00
1.176000e+09,-3.469624e+00
1.187000e+09,-3.396966e+00
1.198000e+09,-3.179295e+00
1.209000e+09,-2.788063e+00
1.220000e+09,-2.524601e+00
1.231000e+09,-2.411688e+00
1.242000e+09,-2.519884e+00
1.253000e+09,-2.854290e+00
1.264000e+09,-3.302534e+00
1.275000e+09,-3.642946e+00
1.286000e+09,-3.672207e+00
1.297000e+09,-3.436707e+00
1.308000e+09,-3.035164e+00
1.319000e+09,-2.634261e+00
1.330000e+09,-2.396445e+00
1.341000e+09,-2.326451e+00
1.352000e+09,-2.641380e+00
1.363000e+09,-3.090496e+00
1.374000e+09,-3.471195e+00
1.385000e+09,-3.554581e+00
1.396000e+09,-3.457314e+00
1.407000e+09,-3.257785e+00
1.418000e+09,-2.945771e+00
1.429000e+09,-2.632983e+00
1.440000e+09,-2.351416e+00
1.451000e+09,-2.453244e+00
1.462000e+09,-2.829631e+00
1.473000e+09,-3.188355e+00
1.484000e+09,-3.368890e+00
1.495000e+09,-3.402138e+00
1.506000e+09,-3.412547e+00
1.517000e+09,-3.278186e+00
1.528000e+09,-2.996449e+00
1.539000e+09,-2.680982e+00
1.550000e+09,-2.480375e+00
1.561000e+09,-2.602271e+00
1.572000e+09,-2.811627e+00
1.583000e+09,-3.111030e+00
1.594000e+09,-3.306024e+00
1.605000e+09,-3.546008e+00
1.616000e+09,-3.576156e+00
1.627000e+09,-3.320122e+00
1.638000e+09,-2.923207e+00
1.649000e+09,-2.531168e+00
1.660000e+09,-2.411789e+00
1.671000e+09,-2.585749e+00
1.682000e+09,-2.757599e+00
1.693000e+09,-3.152604e+00
1.704000e+09,-3.418235e+00
1.715000e+09,-3.489862e+00
1.726000e+09,-3.348022e+00
1.737000e+09,-3.053174e+00
1.748000e+09,-2.743165e+00
1.759000e+09,-2.544263e+00
1.770000e+09,-2.567455e+00
1.781000e+09,-2.713008e+00
1.792000e+09,-2.952393e+00
1.803000e+09,-3.196703e+00
1.814000e+09,-3.320158e+00
1.825000e+09,-3.288791e+00
1.836000e+09,-3.157972e+00
1.847000e+09,-2.938426e+00
1.858000e+09,-2.697604e+00
1.869000e+09,-2.617068e+00
1.880000e+09,-2.751131e+00
1.891000e+09,-2.901305e+00
1.902000e+09,-3.021113e+00
1.913000e+09,-3.155098e+00
1.924000e+09,-3.161684e+00
1.935000e+09,-3.030352e+00
1.946000e+09,-2.884017e+00
1.957000e+09,-2.708745e+00
1.968000e+09,-2.635848e+00
1.979000e+09,-2.813512e+00
1.990000e+09,-2.953276e+00
2.001000e+09,-3.125852e+00
2.012000e+09,-3.198360e+00
2.023000e+09,-3.173905e+00
2.034000e+09,-3.001018e+00
2.045000e+09,-2.780661e+00
2.056000e+09,-2.637991e+00
2.067000e+09,-2.769330e+00
2.078000e+09,-2.946555e+00
2.089000e+09,-3.115524e+00
2.100000e+09,-3.301533e+00
2.111000e+09,-3.270385e+00
2.122000e+09,-3.114289e+00
2.133000e+09,-2.852059e+00
2.144000e+09,-2.576763e+00
2.155000e+09,-2.618950e+00
2.166000e+09,-2.762557e+00
2.177000e+09,-2.896528e+00
2.188000e+09,-3.000361e+00
2.199000e+09,-3.166373e+00
2.210000e+09,-3.305070e+00
2.221000e+09,-3.274114e+00
2.232000e+09,-3.000874e+00
2.243000e+09,-2.754694e+00
2.254000e+09,-2.662445e+00
2.265000e+09,-2.640750e+00
2.276000e+09,-2.690076e+00
2.287000e+09,-2.802448e+00
2.298000e+09,-3.089207e+00
2.309000e+09,-3.420476e+00
2.320000e+09,-3.522311e+00
2.331000e+09,-3.269177e+00
2.342000e+09,-2.952474e+00
2.353000e+09,-2.769194e+00
2.364000e+09,-2.478975e+00
2.375000e+09,-2.308848e+00
2.386000e+09,-2.424885e+00
2.397000e+09,-2.882108e+00
2.408000e+09,-3.370056e+00
2.419000e+09,-3.672554e+00
2.430000e+09,-3.590745e+00
2.441000e+09,-3.300718e+00
2.452000e+09,-2.945545e+00
2.463000e+09,-2.512931e+00
2.474000e+09,-2.267588e+00
2.485000e+09,-2.317212e+00
2.496000e+09,-2.785714e+00
2.507000e+09,-3.244143e+00
2.518000e+09,-3.509748e+00
2.529000e+09,-3.592347e+00
2.540000e+09,-3.376527e+00
2.551000e+09,-3.054708e+00
2.562000e+09,-2.622083e+00
2.573000e+09,-2.309684e+00
2.584000e+09,-2.195474e+00
2.595000e+09,-2.513284e+00
2.606000e+09,-2.967351e+00
2.617000e+09,-3.360435e+00
2.628000e+09,-3.525720e+00
2.639000e+09,-3.454727e+00
2.650000e+09,-3.235822e+00
2.661000e+09,-2.939406e+00
2.672000e+09,-2.590072e+00
2.683000e+09,-2.454057e+00
2.694000e+09,-2.435087e+00
2.705000e+09,-2.831130e+00
2.716000e+09,-3.208353e+00
2.727000e+09,-3.403879e+00
2.738000e+09,-3.485716e+00
2.749000e+09,-3.377589e+00
2.760000e+09,-3.151034e+00
2.771000e+09,-2.842844e+00
2.782000e+09,-2.611039e+00
2.793000e+09,-2.596296e+00
2.804000e+09,-2.810294e+00
2.815000e+09,-2.983088e+00
2.826000e+09,-3.150589e+00
2.837000e+09,-3.132452e+00
2.848000e+09,-3.126991e+00
2.859000e+09,-3.114532e+00
2.870000e+09,-3.007645e+00
2.881000e+09,-2.883243e+00
2.892000e+09,-2.844973e+00
2.903000e+09,-2.906834e+00
2.914000e+09,-2.958486e+00
2.925000e+09,-2.939046e+00
2.936000e+09,-3.020048e+00
2.947000e+09,-3.073226e+00
2.958000e+09,-3.122131e+00
2.969000e+09,-3.145534e+00
2.980000e+09,-3.154050e+00
2.991000e+09,-3.165631e+00
3.002000e+09,-3.139920e+00
3.013000e+09,-3.092592e+00
3.024000e+09,-3.191273e+00
3.035000e+09,-3.130815e+00
3.046000e+09,-3.201213e+00
3.057000e+09,-3.187001e+00
3.068000e+09,-3.206282e+00
3.079000e+09,-3.304156e+00
3.090000e+09,-3.319292e+00
3.101000e+09,-3.334085e+00
3.112000e+09,-3.415171e+00
3.123000e+09,-3.382891e+00
3.134000e+09,-3.436462e+00
3.145000e+09,-3.309471e+00
3.156000e+09,-3.246394e+00
3.167000e+09,-3.253881e+00
3.178000e+09,-3.240097e+00
3.189000e+09,-3.213118e+00
3.200000e+09,-3.320867e+00
